Date,Action,Reward,Cumulative_Reward,Portfolio_Value,Stock_Price,Position
2012-11-28,0,-0.058970268189163066,0.015453156904694496,10000.0,176.0,0
2012-12-12,0,-0.07594337214110819,-0.060490215236413694,10000.0,189.0,0
2012-12-13,0,0.02703646414017983,-0.033453751096233865,10000.0,207.0,0
2012-12-16,0,0.0,-0.033453751096233865,10000.0,200.0,0
2012-12-18,0,-0.0039989922158139,-0.037452743312047766,10000.0,200.0,0
2012-12-19,0,0.003979080903217471,-0.0334736624088303,10000.0,201.0,0
2012-12-20,0,-0.031974893044891255,-0.06544855545372155,10000.0,200.0,0
2013-01-06,2,0.0,-0.06544855545372155,10000.0,208.0,0
2013-01-10,0,-0.0313483285086592,-0.09679688396238076,10000.0,204.0,0
2013-01-13,0,-0.030166394483327433,-0.1269632784457082,10000.0,212.0,0
2013-01-15,0,-0.01453995459216645,-0.14150323303787465,10000.0,220.0,0
2013-01-16,0,-0.014280310246572368,-0.15578354328444702,10000.0,224.0,0
2013-01-17,0,-0.024546910157997554,-0.18033045344244458,10000.0,228.0,0
2013-01-21,0,0.03401248893758716,-0.14631796450485743,10000.0,235.0,0
2013-01-22,0,0.0,-0.14631796450485743,10000.0,225.0,0
2013-01-23,0,0.0,-0.14631796450485743,10000.0,225.0,0
2013-01-24,0,-0.0035544927535821223,-0.14987245725843956,10000.0,225.0,0
2013-01-27,0,-0.014153617476157218,-0.1640260747345968,10000.0,226.0,0
2013-01-28,0,0.013907461197657012,-0.15011861353693978,10000.0,230.0,0
2013-02-04,0,0.03536437443442559,-0.1147542391025142,10000.0,226.0,0
2013-02-05,0,0.007404910096894397,-0.1073493290056198,10000.0,216.0,0
2013-02-06,0,-0.02241702065952177,-0.12976634966514158,10000.0,214.0,0
2013-02-07,0,-0.03632710522514319,-0.16609345489028476,10000.0,220.0,0
2013-02-10,0,-0.010430844147380991,-0.17652429903766576,10000.0,230.0,0
2013-02-12,0,0.0034323401046545783,-0.1730919589330112,10000.0,233.0,0
2013-02-13,0,0.00689411290201321,-0.16619784603099796,10000.0,232.0,0
2013-02-14,1,0.024090511165339043,-0.1421073348656589,9997.7,230.0,10
2013-02-17,0,0.46718596065246437,0.32507862578680546,10037.7,234.0,10
2013-02-19,0,-0.31318776148349986,0.011890864303305604,10147.7,245.0,10
2013-02-20,0,-0.17452118665990635,-0.16263032235660074,10067.7,237.0,10
2013-02-21,0,-0.34216585517985865,-0.5047961775364593,10027.7,233.0,10
2013-02-24,0,-0.007822962824362267,-0.5126191403608216,9947.7,225.0,10
2013-02-25,0,0.0435817519529379,-0.46903738840788367,9947.7,225.0,10
2013-03-07,0,-0.042429864922823496,-0.5114672533307072,9957.7,226.0,10
2013-03-11,0,-0.000984753087542441,-0.5124520064182496,9947.7,225.0,10
2013-03-13,0,0.1743076690602939,-0.3381443373579557,9947.7,225.0,10
2013-03-14,0,-0.12482467582628011,-0.4629690131842358,9987.7,229.0,10
2013-03-18,0,-0.17659233610923827,-0.6395613492934741,9957.7,226.0,10
2013-03-19,0,0.1723918751832595,-0.4671694741102146,9917.7,222.0,10
2013-03-21,0,-0.386575431568678,-0.8537449056788926,9957.7,226.0,10
2013-03-31,0,0.12604269656126205,-0.7277022091176306,9867.7,217.0,10
2013-04-03,0,-0.052599879980765346,-0.7803020890983959,9897.7,220.0,10
2013-04-11,0,0.000988166377493429,-0.7793139227209025,9907.7,221.0,10
2013-04-17,0,-0.13275932922030498,-0.9120732519412075,9907.7,221.0,10
2013-04-18,0,0.1761365894389178,-0.7359366625022896,9877.7,218.0,10
2013-04-21,0,-0.1723551355463715,-0.9082917980486611,9917.7,222.0,10
2013-04-22,0,-0.18302789622121982,-1.0913196942698808,9877.7,218.0,10
2013-04-28,0,0.17802064981576773,-0.9132990444541131,9837.7,214.0,10
2013-05-07,0,0.18305842477124676,-0.7302406196828664,9877.7,218.0,10
2013-05-08,0,0.9706403683487902,0.24039974866592384,9917.7,222.0,10
2013-05-09,0,0.8947264184823526,1.1351261671482764,10137.7,244.0,10
2013-05-12,0,-0.0512697594426088,1.0838564077056676,10377.7,268.0,10
2013-05-13,0,0.14918109473547841,1.233037502441146,10357.7,266.0,10
2013-05-16,0,0.0038900037459910644,1.236927506187137,10397.7,270.0,10
2013-05-19,0,0.0373068002379129,1.2742343064250499,10397.7,270.0,10
2013-05-20,0,0.0009693034188438109,1.2752036098438937,10407.7,271.0,10
2013-05-22,0,0.3717312330049517,1.6469348428488453,10407.7,271.0,10
2013-05-23,0,0.19005170488014383,1.836986547728989,10507.7,281.0,10
2013-05-27,0,-0.030697167032443906,1.8062893806965452,10557.7,286.0,10
2013-06-10,0,-0.17913435907449393,1.6271550216220514,10547.7,285.0,10
2013-06-18,0,-0.1856577816255375,1.4414972399965138,10497.7,280.0,10
2013-06-30,0,-0.18844395622073212,1.2530532837757817,10447.7,275.0,10
2013-07-01,0,-0.19132790334525304,1.0617253804305287,10397.7,270.0,10
2013-07-02,0,0.18465541314953415,1.2463807935800628,10347.7,265.0,10
2013-07-03,0,0.22866287057249013,1.4750436641525528,10397.7,270.0,10
2013-07-07,0,-0.17723501832479438,1.2978086458277585,10457.7,276.0,10
2013-07-08,0,0.14392467296345227,1.4417333187912107,10407.7,271.0,10
2013-07-11,0,0.18751048348811894,1.6292438022793296,10447.7,275.0,10
2013-07-15,0,0.18569770573194036,1.81494150801127,10497.7,280.0,10
2013-07-24,0,0.0404739563758504,1.8554154643871206,10547.7,285.0,10
2013-07-31,0,0.32063917629165417,2.1760546406787746,10557.7,286.0,10
2013-08-04,0,0.18175855965928855,2.357813200338063,10647.7,295.0,10
2013-08-05,0,0.20954334833696403,2.5673565486750274,10697.7,300.0,10
2013-08-06,0,1.0094287377793718,3.576785286454399,10757.7,306.0,10
2013-08-08,0,1.0497073939709798,4.626492680425379,11057.7,336.0,10
2013-08-11,0,0.9188906178409992,5.545383298266378,11387.7,369.0,10
2013-08-13,0,1.0454800576314984,6.590863355897876,11697.7,400.0,10
2013-08-14,0,0.03538105067039075,6.626244406568267,12077.7,438.0,10
2013-08-15,0,-0.19897850335242243,6.427265903215845,12077.7,438.0,10
2013-08-18,0,-0.2092408027947561,6.218025100421088,11997.7,430.0,10
2013-08-19,0,-0.340640079336539,5.8773850210845495,11917.7,422.0,10
2013-08-25,1,-0.01762105208275831,5.859763969001791,11787.7,409.0,10
2013-08-26,0,0.21062815906248447,6.070392128064276,11787.7,409.0,10
2013-08-27,0,0.007332880764138765,6.0777250088284145,11867.7,417.0,10
2013-08-29,0,0.2072618024305387,6.284986811258953,11867.7,417.0,10
2013-09-01,0,-0.37510599859690436,5.909880812662049,11947.7,425.0,10
2013-09-02,0,0.4853995681271962,6.395280380789245,11797.7,410.0,10
2013-09-03,0,-0.2608311874600618,6.134449193329183,11987.7,429.0,10
2013-09-04,0,0.30030390439664095,6.434753097725824,11877.7,418.0,10
2013-09-05,0,0.4149093841578014,6.849662481883625,11997.7,430.0,10
2013-09-08,0,0.724156769508665,7.57381925139229,12157.7,446.0,10
2013-09-09,1,0.039515499634128974,7.61333475102642,12447.7,475.0,10
2013-09-10,0,-0.29518361117424774,7.318151139852172,12497.7,480.0,10
2013-09-11,0,0.3421941574804614,7.660345297332634,12367.7,467.0,10
2013-09-12,0,-0.19331621596130083,7.467029081371333,12517.7,482.0,10
2013-09-15,0,0.15540573105189703,7.62243481242323,12427.7,473.0,10
2013-09-17,0,-0.22426996374197683,7.398164848681254,12497.7,480.0,10
2013-09-19,0,-0.4308869976601183,6.9672778510211355,12397.7,470.0,10
2013-09-23,0,-0.23395873206054837,6.733319118960587,12217.7,452.0,10
2013-09-24,1,-0.012060759457856875,6.72125835950273,12127.7,443.0,10
2013-09-25,0,-0.12093130317231052,6.6003270563304195,12147.7,445.0,10
2013-09-29,0,-0.12837641039711695,6.471950645933303,12097.7,440.0,10
2013-09-30,0,0.020517646347083918,6.492468292280387,12047.7,435.0,10
2013-10-01,0,0.2006192424157772,6.693087534696164,12057.7,436.0,10
2013-10-02,0,0.20396786921757493,6.897055403913739,12137.7,444.0,10
2013-10-03,0,0.44314890793942247,7.340204311853161,12217.7,452.0,10
2013-10-06,0,0.13353130725376694,7.473735619106928,12397.7,470.0,10
2013-10-07,0,0.21371196394099745,7.687447583047925,12447.7,475.0,10
2013-10-09,0,-0.19801448622469248,7.489433096823233,12537.7,484.0,10
2013-10-10,0,0.17808107461109215,7.667514171434325,12447.7,475.0,10
2013-10-20,0,0.007118901177707864,7.674633072612033,12527.7,483.0,10
2013-10-21,0,-0.23759355355603073,7.437039519056002,12527.7,483.0,10
2013-10-22,0,0.18006691507770717,7.617106434133709,12467.7,477.0,10
2013-10-23,0,-0.1757096080142285,7.4413968261194805,12547.7,485.0,10
2013-10-24,0,-0.28505314052065167,7.156343685598829,12467.7,477.0,10
2013-10-28,0,-0.2235665173496025,6.932777168249227,12347.7,465.0,10
2013-10-29,0,0.20845943465532632,7.141236602904553,12257.7,456.0,10
2013-10-31,0,0.3865964304510082,7.527833033355561,12347.7,465.0,10
2013-11-06,0,0.3283612196159552,7.856194252971516,12507.7,481.0,10
2013-11-12,0,1.1062806128080052,8.962474865779521,12687.7,499.0,10
2013-11-13,0,0.25021477620992366,9.212689641989446,13177.7,548.0,10
2013-11-14,0,0.45602740465469416,9.66871704664414,13277.7,558.0,10
2013-11-21,0,0.4128953985599472,10.081612445204087,13497.7,580.0,10
2013-11-24,0,0.70595880560636,10.787571250810446,13697.7,600.0,10
2013-11-25,0,0.28605254772359223,11.073623798534038,14057.7,636.0,10
2013-11-26,0,-0.4364039577533922,10.637219840780647,14197.7,650.0,10
2013-11-28,1,-0.03057290658286936,10.606646934197778,13947.7,625.0,10
2013-12-01,0,0.3630800129806712,10.969726947178449,14237.7,654.0,10
2013-12-02,0,0.46831049042619155,11.43803743760464,14427.7,673.0,10
2013-12-03,0,0.9141345077722325,12.352171945376872,14687.7,699.0,10
2013-12-05,1,0.06462259199909896,12.41679453737597,15217.7,752.0,10
2013-12-08,1,0.02127490241934886,12.438069439795319,15397.7,770.0,10
2013-12-09,1,-0.06115341611550526,12.376916023679813,14867.7,717.0,10
2013-12-10,0,-0.06610213429257011,12.310813889387243,14867.7,717.0,10
2013-12-11,0,0.030020484266436356,12.34083437365368,14827.7,713.0,10
2013-12-12,1,0.0023961744836102613,12.34323054813729,14847.7,715.0,10
2013-12-15,1,0.08624020974223603,12.429470757879526,15557.7,786.0,10
2013-12-16,1,0.07516812830499531,12.504638886184521,16197.7,850.0,10
2013-12-18,1,0.03404983411578894,12.53868872030031,16497.7,880.0,10
2013-12-19,1,-0.01667003972207241,12.522018680578238,16347.7,865.0,10
2013-12-22,1,0.011236452948704493,12.533255133526943,16447.7,875.0,10
2014-01-12,0,0.034733737415362856,12.567988870942306,14857.7,716.0,10
2014-01-13,1,0.010785773077473963,12.57877464401978,14947.7,725.0,10
2014-01-14,0,0.011153439951246581,12.589928083971028,15087.7,739.0,10
2014-01-20,0,0.2416869993148349,12.831615083285863,15087.7,739.0,10
2014-01-22,0,0.2495567822298182,13.081171865515682,15237.7,754.0,10
2014-01-23,0,0.24561040650611318,13.326782272021795,15387.7,769.0,10
2014-01-26,0,0.24179822590407524,13.56858049792587,15537.7,784.0,10
2014-01-27,1,0.017469993923806913,13.586050491849678,15687.7,799.0,10
2014-01-28,0,0.011570779466340145,13.597621271316017,15837.7,814.0,10
2014-01-29,0,0.475492896458656,14.073114167774673,15837.7,814.0,10
2014-02-02,0,1.229855241787422,15.302969409562095,16157.7,846.0,10
2014-02-03,0,1.2967887207387543,16.59975813030085,16997.7,930.0,10
2014-02-04,1,0.10293071631415426,16.702688846615004,17927.7,1023.0,10
2014-02-06,1,0.023184445791407556,16.725873292406412,18147.7,1045.0,10
2014-02-09,1,0.003124717815202758,16.728998010221616,18177.7,1048.0,10
2014-02-10,1,0.006244592838699465,16.735242603060314,18237.7,1054.0,10
2014-02-11,1,-0.014492438678395123,16.72075016438192,18097.7,1040.0,10
2014-02-12,1,-0.004170289797887278,16.71657987458403,18057.7,1036.0,10
2014-02-13,1,0.004182012763963989,16.720761887347994,18097.7,1040.0,10
2014-02-16,1,-0.025979417929187003,16.694782469418808,17847.7,1015.0,10
2014-02-17,1,-0.01576972821720253,16.679012741201607,17697.7,1000.0,10
2014-02-18,1,0.0,16.679012741201607,17697.7,1000.0,10
2014-02-20,1,0.021269792505029163,16.700282533706638,17897.7,1020.0,10
2014-02-24,1,0.005262229655858708,16.705544763362496,17947.7,1025.0,10
2014-02-25,1,0.0,16.705544763362496,17947.7,1025.0,10
2014-03-05,1,-0.03133621380935993,16.674208549553136,17647.7,995.0,10
2014-03-11,1,-0.020123386952109554,16.654085162601024,17457.7,976.0,10
2014-03-12,1,-0.04042377849746286,16.613661384103562,17077.7,938.0,10
2014-03-13,1,-0.07302734797168045,16.54063403613188,16397.7,870.0,10
2014-03-17,0,-0.44481216073983876,16.09582187539204,16197.7,850.0,10
2014-03-18,0,0.0957572283836331,16.191579103775673,15897.7,820.0,10
2014-03-19,0,0.1966087189926934,16.388187822768366,15977.7,828.0,10
2014-03-20,0,0.24131971502305682,16.629507537791422,16107.7,841.0,10
2014-03-23,0,0.4960035908897348,17.125511128681158,16267.7,857.0,10
2014-03-24,0,0.14970364164734182,17.2752147703285,16607.7,891.0,10
2014-03-25,0,0.14333095994066045,17.41854573026916,16697.7,900.0,10
2014-03-26,0,-0.19571629333500007,17.22282943693416,16797.7,910.0,10
2014-03-27,0,-0.010973720971374567,17.211855715962784,16647.7,895.0,10
2014-03-31,0,0.4940462300852761,17.70590194604806,16647.7,895.0,10
2014-04-01,0,-0.11937667743923928,17.58652526860882,17007.7,931.0,10
2014-04-02,0,0.3675796069355664,17.954104875544388,16897.7,920.0,10
2014-04-03,0,0.256022663692711,18.2101275392371,17177.7,948.0,10
2014-04-06,0,0.32204297354927397,18.532170512786372,17357.7,966.0,10
2014-04-07,0,0.2064701467073473,18.73864065949372,17597.7,990.0,10
2014-04-09,0,0.22239532102384435,18.96103598051756,17747.7,1005.0,10
2014-04-10,1,0.018032434338952866,18.979068414856513,17917.7,1022.0,10
2014-04-13,0,-0.1244049708950201,18.854663443961492,17897.7,1020.0,10
2014-04-16,0,-0.006999426432370019,18.847664017529123,17797.7,1010.0,10
2014-04-17,0,-0.012403404793199672,18.835260612735922,17797.7,1010.0,10
2014-04-20,0,0.28400067803767426,19.119261290773597,17787.7,1009.0,10
2014-04-21,0,0.2639124935821275,19.383173784355723,18097.7,1040.0,10
2014-04-22,0,0.13301741733925287,19.516191201694976,18297.7,1060.0,10
2014-04-23,1,0.006907886027949285,19.523099087722926,18397.7,1070.0,10
2014-04-27,1,0.006880136962140771,19.529979224685068,18497.7,1080.0,10
2014-04-28,0,0.236888860583353,19.76686808526842,18547.7,1085.0,10
2014-04-29,0,0.5880663552933502,20.35493444056177,18747.7,1105.0,10
2014-04-30,0,1.2031124296141074,21.55804687017588,19247.7,1155.0,10
2014-05-04,0,0.07738580653366472,21.635432676709545,20397.7,1270.0,10
2014-05-05,0,-0.040842444648831494,21.594590232060714,20397.7,1270.0,10
2014-05-06,1,-0.0038126427825265507,21.590777589278186,20357.7,1266.0,10
2014-05-07,1,-0.010491931627409112,21.580285657650776,20247.7,1255.0,10
2014-05-08,1,-0.023903419756570645,21.556382237894205,19997.7,1230.0,10
2014-05-11,1,-0.06810591894137713,21.488276318952828,19287.7,1159.0,10
2014-05-12,0,-0.4604096656626302,21.027866653290197,19317.7,1162.0,10
2014-05-13,0,-0.19811980745865168,20.829746845831544,18897.7,1120.0,10
2014-05-15,0,-0.05606064054825658,20.773686205283287,18747.7,1105.0,10
2014-05-18,1,-0.004062782421055785,20.76962342286223,18707.7,1101.0,10
2014-05-19,0,-0.06185643213281127,20.70776699072942,18807.7,1111.0,10
2014-05-20,0,0.11089117426215192,20.818658164991575,18747.7,1105.0,10
2014-05-21,1,0.010176293464073083,20.82883445845565,18847.7,1115.0,10
2014-05-22,0,0.2669233740440628,21.09575783249971,19597.7,1190.0,10
2014-05-25,1,0.01970893043533421,21.115466762935046,19797.7,1210.0,10
2014-05-26,1,-0.01946171324365354,21.096005049691392,19597.7,1190.0,10
2014-06-01,1,-0.02937703192223376,21.06662801776916,19297.7,1160.0,10
2014-06-02,1,0.019940739383112055,21.08656875715227,19497.7,1180.0,10
2014-06-03,1,-0.009855811705744524,21.076712945446527,19397.7,1170.0,10
2014-06-04,1,-0.10148731492963922,20.97522563051689,18357.7,1066.0,10
2014-06-05,1,-0.009276743349370068,20.965948887167517,18267.7,1057.0,10
2014-06-08,0,0.23754392042687042,21.203492807594387,18697.7,1100.0,10
2014-06-09,0,-0.1925860509896971,21.01090675660469,18877.7,1118.0,10
2014-06-10,0,0.38007705967597094,21.390983816280663,18697.7,1100.0,10
2014-06-11,1,0.03477556962432599,21.42575938590499,19037.7,1134.0,10
2014-06-12,0,0.3355798243356637,21.761339210240653,18997.7,1130.0,10
2014-06-16,0,-0.23344469635346865,21.527894513887183,19297.7,1160.0,10
2014-06-17,1,-0.02280346956470614,21.505091044322477,19067.7,1137.0,10
2014-06-18,0,-0.0032669199344511554,21.501824124388026,18847.7,1115.0,10
2014-06-19,0,0.342522095577266,21.844346219965292,18857.7,1116.0,10
2014-06-23,0,0.27658810976881476,22.120934329734105,19157.7,1146.0,10
2014-06-24,0,-0.13801493280622296,21.982919396927883,19387.7,1169.0,10
2014-06-25,1,-0.013848747849783072,21.969070649078102,19247.7,1155.0,10
2014-06-26,1,-0.0049787684433585605,21.964091880634744,19197.7,1150.0,10
2014-06-29,0,0.5884497993928988,22.55254168002764,19197.7,1150.0,10
2014-06-30,1,0.053255015744698014,22.605796695772337,19727.7,1203.0,10
2014-07-01,0,-0.5255181328474108,22.080278562924928,20797.7,1310.0,10
2014-07-02,0,-0.28564463170939597,21.794633931215532,20197.7,1250.0,10
2014-07-03,1,-0.022990012921222925,21.77164391829431,19957.7,1226.0,10
2014-07-06,1,-0.0009693620618312506,21.77067455623248,19947.7,1225.0,10
2014-07-07,1,0.023341290185815978,21.794015846418294,20187.7,1249.0,10
2014-07-08,1,0.04928674357708008,21.843302589995375,20697.7,1300.0,10
2014-07-09,1,-0.009417378509278112,21.8338852114861,20597.7,1290.0,10
2014-07-10,1,0.018967496421783907,21.852852707907882,20797.7,1310.0,10
2014-07-13,1,-0.009382427591090252,21.84347028031679,20697.7,1300.0,10
2014-07-14,1,0.0,21.84347028031679,20697.7,1300.0,10
2014-07-16,1,0.0,21.84347028031679,20697.7,1300.0,10
2014-07-17,1,0.0094379977734434,21.852908278090233,20797.7,1310.0,10
2014-07-20,1,0.12453478491100571,21.97744306300124,22107.7,1441.0,10
2014-07-21,1,0.13042913439939566,22.107872197400635,23547.7,1585.0,10
2014-07-22,0,0.22319965224497249,22.331071849645607,22837.7,1514.0,10
2014-07-23,1,0.02624843520780047,22.357320284853408,23137.7,1544.0,10
2014-07-24,1,0.049454189842837865,22.406774474696245,23707.7,1601.0,10
2014-07-28,1,-0.027028098679892948,22.379746376016353,23387.7,1569.0,10
2014-07-30,1,-0.026471442072140684,22.353274933944213,23077.7,1538.0,10
2014-07-31,1,-0.04564423726590303,22.30763069667831,22547.7,1485.0,10
2014-08-03,1,-0.05258634846418456,22.255044348214124,21947.7,1425.0,10
2014-08-04,0,0.25203824484079734,22.50708259305492,21347.7,1365.0,10
2014-08-05,0,1.3233004304144131,23.830383023469334,21647.7,1395.0,10
2014-08-06,1,0.12801941409023626,23.95840243755957,23037.7,1534.0,10
2014-08-07,1,0.058376146379316415,24.016778583938887,23707.7,1601.0,10
2014-08-12,1,0.016965014083325264,24.033743598022212,23907.7,1621.0,10
2014-08-13,0,-0.20406720546785298,23.829676392554358,23947.7,1625.0,10
2014-08-14,1,-0.020957610748587867,23.80871878180577,23697.7,1600.0,10
2014-08-18,0,-0.28816744816457035,23.520551333641198,23527.7,1583.0,10
2014-08-19,1,-0.028039152632057265,23.49251218100914,23197.7,1550.0,10
2014-08-20,1,-0.03862405838738706,23.453888122621752,22747.7,1505.0,10
2014-08-21,1,-0.021834542981266157,23.432053579640485,22497.7,1480.0,10
2014-08-24,1,-0.050929871764666956,23.38112370787582,21917.7,1422.0,10
2014-08-26,0,0.049184449859190585,23.43030815773501,21637.7,1394.0,10
2014-08-27,1,0.006379181478118208,23.436687339213126,21707.7,1401.0,10
2014-08-28,0,-0.3718811527255804,23.064806186487544,21747.7,1405.0,10
2014-08-31,0,-0.5515590115157577,22.513247174971788,21347.7,1365.0,10
2014-09-03,0,-0.520386397859359,21.99286077711243,20797.7,1310.0,10
2014-09-04,0,-0.7793702493141761,21.213490527798253,20307.7,1261.0,10
2014-09-07,0,0.05112425533298277,21.264614783131236,19577.7,1188.0,10
2014-09-09,0,0.1991514842430213,21.463766267374258,19667.7,1197.0,10
2014-09-10,0,0.6261671557162292,22.089933423090486,19847.7,1215.0,10
2014-09-11,1,0.056827019698145985,22.146760442788633,20427.7,1273.0,10
2014-09-14,0,0.5366066684951492,22.683367111283783,20677.7,1298.0,10
2014-09-15,0,0.7586407773302581,23.44200788861404,21197.7,1350.0,10
2014-09-16,0,0.29622464113588814,23.73823252974993,21947.7,1425.0,10
2014-09-17,0,-0.45664102966696524,23.281591500082964,22217.7,1452.0,10
2014-09-18,0,-0.049534124561043745,23.23205737552192,21697.7,1400.0,10
2014-09-21,1,-0.0018169436607859233,23.230240431861134,21677.7,1398.0,10
2014-09-22,0,-0.20821043469858494,23.022029997162548,21397.7,1370.0,10
2014-09-23,1,-0.018333434749621378,23.003696562412927,21197.7,1350.0,10
2014-09-24,0,0.5211750669201746,23.524871629333102,21467.7,1377.0,10
2014-09-29,0,-0.15181675009844547,23.373054879234658,21997.7,1430.0,10
2014-09-30,1,-0.017942090909684506,23.355112788324973,21797.7,1410.0,10
2014-10-08,0,-0.26706485138464053,23.088047936940335,21597.7,1390.0,10
2014-10-09,0,-0.14125496959808032,22.946792967342255,21327.7,1363.0,10
2014-10-13,1,-0.011955753489012975,22.934837213853243,21197.7,1350.0,10
2014-10-14,0,0.6217243956802511,23.556561609533492,21297.7,1360.0,10
2014-10-15,0,0.1875961142496547,23.744157723783147,21937.7,1424.0,10
2014-10-16,0,0.5499287489227239,24.29408647270587,22097.7,1440.0,10
2014-10-19,0,0.5131307684870228,24.807217241192895,22687.7,1499.0,10
2014-10-20,0,0.05747048569823103,24.864687726891127,23227.7,1553.0,10
2014-10-21,1,0.00258308271775485,24.867270809608883,23257.7,1556.0,10
2014-10-22,1,0.0034408233984354357,24.870711633007318,23297.7,1560.0,10
2014-10-26,0,0.042748460611863846,24.913460093619182,23297.7,1560.0,10
2014-10-27,1,0.004295427187989422,24.917755520807173,23347.7,1565.0,10
2014-10-28,0,0.22793981003557687,25.14569533084275,22897.7,1520.0,10
2014-10-30,1,0.0253126457123536,25.171007976555103,23187.7,1549.0,10
2014-11-02,0,-0.6624821848764898,24.508525791678615,22997.7,1530.0,10
2014-11-04,0,0.3654367481257586,24.873962539804374,22247.7,1455.0,10
2014-11-05,0,0.026832199956139075,24.900794739760514,22697.7,1500.0,10
2014-11-09,0,-0.3537139193776826,24.54708082038283,22697.7,1500.0,10
2014-11-10,1,-0.03493938443929199,24.51214143594354,22297.7,1460.0,10
2014-11-11,0,-0.22653222106643922,24.285609214877102,22897.7,1520.0,10
2014-11-12,1,-0.02604859163547921,24.259560623241622,22597.7,1490.0,10
2014-11-13,0,0.08895981904358381,24.348520442285206,22597.7,1490.0,10
2014-11-16,1,0.00880646701325883,24.357326909298465,22697.7,1500.0,10
2014-11-17,1,-0.042761474908793486,24.31456543438967,22207.7,1451.0,10
2014-11-18,0,0.028148263604355395,24.342713697994025,22377.7,1468.0,10
2014-11-19,1,0.0017737339860869642,24.344487431980113,22397.7,1470.0,10
2014-11-20,1,0.008868830418273715,24.353356262398385,22497.7,1480.0,10
2014-11-23,0,0.7087544146543948,25.06211067705278,22097.7,1440.0,10
2014-12-01,0,-0.28409857719134973,24.778012099861428,22897.7,1520.0,10
2014-12-02,1,-0.032968473595069894,24.74504362626636,22517.7,1482.0,10
2014-12-03,0,0.1020287951122212,24.84707242137858,22587.7,1489.0,10
2014-12-04,1,0.009691034848120202,24.8567634562267,22697.7,1500.0,10
2014-12-07,1,-0.004381701348982307,24.85238175487772,22647.7,1495.0,10
2014-12-08,0,0.2684166888562133,25.120798443733932,22277.7,1458.0,10
2014-12-09,0,-3.842168956754826,21.278629486979106,22597.7,1490.0,10
2014-12-10,0,-0.40254875005930285,20.876080736919803,18127.7,1043.0,10
2014-12-11,0,0.38104973583725077,21.257130472757055,17997.7,1030.0,10
2014-12-14,0,0.35505025955185565,21.61218073230891,18317.7,1062.0,10
2014-12-15,0,0.019364152344266226,21.631544884653177,18597.7,1090.0,10
2014-12-18,0,-0.2324332336663267,21.39911165098685,18597.7,1090.0,10
2014-12-23,0,0.8587116109236194,22.25782326191047,18397.7,1070.0,10
2014-12-24,0,0.5084964375795277,22.766319699489998,19137.7,1144.0,10
